noun,adj,distance,noun,adv,distance,noun,verb,distance
, , ,, , ,(หมดหวัง - NOUN),(ตก - VERB),4
, , ,, , ,(หมดหวัง - NOUN),(รถบัส - VERB),5
, , ,, , ,(หมดหวัง - NOUN),(เข้า - VERB),11
, , ,, , ,(หมดหวัง - NOUN),(มา - VERB),12
, , ,, , ,(หมดหวัง - NOUN),(กระแทก - VERB),14
, , ,, , ,(หมดหวัง - NOUN),(ดี - VERB),19
, , ,, , ,(พระอาทิตย์ - NOUN),(ตก - VERB),0
, , ,, , ,(พระอาทิตย์ - NOUN),(รถบัส - VERB),1
, , ,, , ,(พระอาทิตย์ - NOUN),(เข้า - VERB),7
, , ,, , ,(พระอาทิตย์ - NOUN),(มา - VERB),8
, , ,, , ,(พระอาทิตย์ - NOUN),(กระแทก - VERB),10
, , ,, , ,(พระอาทิตย์ - NOUN),(ดี - VERB),15
, , ,, , ,(โหลด - NOUN),(เข้า - VERB),4
, , ,, , ,(โหลด - NOUN),(มา - VERB),5
, , ,, , ,(โหลด - NOUN),(กระแทก - VERB),7
, , ,, , ,(โหลด - NOUN),(ดี - VERB),12
, , ,, , ,(ผู้คน - NOUN),(เข้า - VERB),2
, , ,, , ,(ผู้คน - NOUN),(มา - VERB),3
, , ,, , ,(ผู้คน - NOUN),(กระแทก - VERB),5
, , ,, , ,(ผู้คน - NOUN),(ดี - VERB),10
, , ,, , ,(จุด - NOUN),(ดี - VERB),1
, , ,, , ,(พระอาทิตย์ - NOUN),(ตกดิน - VERB),0
, , ,, , ,(พระอาทิตย์ - NOUN),(มี - VERB),6
, , ,, , ,(พระอาทิตย์ - NOUN),(ฉลาด - VERB),11
, , ,, , ,(พระอาทิตย์ - NOUN),(ตัด - VERB),14
, , ,, , ,(พระอาทิตย์ - NOUN),(ตก - VERB),17
, , ,, , ,(ทะเล - NOUN),(มี - VERB),3
, , ,, , ,(ทะเล - NOUN),(ฉลาด - VERB),8
, , ,, , ,(ทะเล - NOUN),(ตัด - VERB),11
, , ,, , ,(ทะเล - NOUN),(ตก - VERB),14
, , ,, , ,(ฉาก - NOUN),(ฉลาด - VERB),2
, , ,, , ,(ฉาก - NOUN),(ตัด - VERB),5
, , ,, , ,(ฉาก - NOUN),(ตก - VERB),8
, , ,, , ,(ทิวทัศน์ - NOUN),(ฉลาด - VERB),1
, , ,, , ,(ทิวทัศน์ - NOUN),(ตัด - VERB),4
, , ,, , ,(ทิวทัศน์ - NOUN),(ตก - VERB),7
, , ,, , ,(พระอาทิตย์ - NOUN),(ตก - VERB),0
, , ,, , ,(นา - NOUN),(เดิน - VERB),2
, , ,, , ,(นา - NOUN),(ไป - VERB),3
, , ,, , ,(นา - NOUN),(พร - VERB),5
, , ,, , ,(นา - NOUN),(อมป์ - VERB),6
, , ,, , ,(นา - NOUN),(รอ - VERB),9
, , ,, , ,(นา - NOUN),(ตก - VERB),11
, , ,, , ,(นา - NOUN),(มี - VERB),14
, , ,, , ,(นา - NOUN),(ดี - VERB),17
, , ,, , ,(หาน - NOUN),(เดิน - VERB),1
, , ,, , ,(หาน - NOUN),(ไป - VERB),2
, , ,, , ,(หาน - NOUN),(พร - VERB),4
, , ,, , ,(หาน - NOUN),(อมป์ - VERB),5
, , ,, , ,(หาน - NOUN),(รอ - VERB),8
, , ,, , ,(หาน - NOUN),(ตก - VERB),10
, , ,, , ,(หาน - NOUN),(มี - VERB),13
, , ,, , ,(หาน - NOUN),(ดี - VERB),16
, , ,, , ,(พระอาทิตย์ - NOUN),(ตก - VERB),0
, , ,, , ,(พระอาทิตย์ - NOUN),(มี - VERB),3
, , ,, , ,(พระอาทิตย์ - NOUN),(ดี - VERB),6
, , ,, , ,(มุมมอง - NOUN),(ดี - VERB),1
, , ,, , ,(วันสุดท้าย - NOUN),(หยุด - VERB),4
, , ,, , ,(วันสุดท้าย - NOUN),(คือ - VERB),7
, , ,, , ,(การ - NOUN),(หยุด - VERB),0
, , ,, , ,(การ - NOUN),(คือ - VERB),3
, , ,, , ,(สุ่ม - NOUN),(คือ - VERB),1
, , ,, , ,(คนขับ - NOUN),(ขับรถ - VERB),2
, , ,, , ,(คนขับ - NOUN),(พา - VERB),3
, , ,, , ,(คนขับ - NOUN),(ไป - VERB),5
, , ,, , ,(คนขับ - NOUN),(รอบๆ - VERB),6
, , ,, , ,(รถแท็กซี่ - NOUN),(ขับรถ - VERB),1
, , ,, , ,(รถแท็กซี่ - NOUN),(พา - VERB),2
, , ,, , ,(รถแท็กซี่ - NOUN),(ไป - VERB),4
, , ,, , ,(รถแท็กซี่ - NOUN),(รอบๆ - VERB),5
, , ,, , ,(คุณ - NOUN),(วางแผน - VERB),0
, , ,, , ,(คุณ - NOUN),(มี - VERB),4
, , ,, , ,(วัน - NOUN),(มี - VERB),1
, , ,, , ,(สถานที่ - NOUN),(ยอดเยี่ยม - VERB),1
, , ,, , ,(สถานที่ - NOUN),(ชม - VERB),4
, , ,, , ,(สถานที่ - NOUN),(ตก - VERB),6
, , ,, , ,(การ - NOUN),(ชม - VERB),0
, , ,, , ,(การ - NOUN),(ตก - VERB),2
, , ,, , ,(พระอาทิตย์ - NOUN),(ตก - VERB),0
, , ,, , ,(วิว - NOUN),(เดิน - VERB),5
, , ,, , ,(ด้านบน - NOUN),(เดิน - VERB),3
, , ,, , ,(การ - NOUN),(เดิน - VERB),0
, , ,, , ,(จุด - NOUN),(ดี - VERB),1
, , ,, , ,(จุด - NOUN),(นั่ง - VERB),5
, , ,, , ,(จุด - NOUN),(ผ่อนคลาย - VERB),7
, , ,, , ,(คุณ - NOUN),(มี - VERB),0
, , ,, , ,(คุณ - NOUN),(ออก - VERB),5
, , ,, , ,(คุณ - NOUN),(ไป - VERB),6
, , ,, , ,(คุณ - NOUN),(เที่ยว - VERB),7
, , ,, , ,(คุณ - NOUN),(ดู - VERB),12
, , ,, , ,(เวลา - NOUN),(ออก - VERB),3
, , ,, , ,(เวลา - NOUN),(ไป - VERB),4
, , ,, , ,(เวลา - NOUN),(เที่ยว - VERB),5
, , ,, , ,(เวลา - NOUN),(ดู - VERB),10
, , ,, , ,(เกาะ - NOUN),(ดู - VERB),2
, , ,, , ,(คุณ - NOUN),(ดู - VERB),1
, , ,, , ,(มุมมอง - NOUN),(ดี - VERB),1
, , ,, , ,(ความสุข - NOUN),(เดิน - VERB),2
, , ,, , ,(การ - NOUN),(เดิน - VERB),0
, , ,, , ,(คุณ - NOUN),(ชอบ - VERB),0
, , ,, , ,(คุณ - NOUN),(ถ่ายรูป - VERB),1
, , ,, , ,(คุณ - NOUN),(ไป - VERB),4
, , ,, , ,(คุณ - NOUN),(ไป - VERB),1
, , ,, , ,(คุณ - NOUN),(ค้นพบ - VERB),1
, , ,, , ,(คุณ - NOUN),(แตกต่าง - VERB),4
, , ,, , ,(คุณ - NOUN),(จับภาพ - VERB),10
, , ,, , ,(มุมมอง - NOUN),(แตกต่าง - VERB),1
, , ,, , ,(มุมมอง - NOUN),(จับภาพ - VERB),7
, , ,, , ,(คุณ - NOUN),(จับภาพ - VERB),1
, , ,, , ,(คุณ - NOUN),(ประทับใจ - VERB),2
, , ,, , ,(วิว - NOUN),(สุด - VERB),0
, , ,, , ,(วิว - NOUN),(ตก - VERB),5
, , ,, , ,(พระอาทิตย์ - NOUN),(ตก - VERB),0
, , ,, , ,(จุด - NOUN),(ออก - VERB),4
, , ,, , ,(จุด - NOUN),(มา - VERB),5
, , ,, , ,(จุด - NOUN),(บังคับ - VERB),6
, , ,, , ,(ยอดนิยม - NOUN),(ออก - VERB),3
, , ,, , ,(ยอดนิยม - NOUN),(มา - VERB),4
, , ,, , ,(ยอดนิยม - NOUN),(บังคับ - VERB),5
, , ,, , ,(ฝูงชน - NOUN),(ออก - VERB),1
, , ,, , ,(ฝูงชน - NOUN),(มา - VERB),2
, , ,, , ,(ฝูงชน - NOUN),(บังคับ - VERB),3
, , ,, , ,(ทาง - NOUN),(เลือก - VERB),3
, , ,, , ,(ทาง - NOUN),(สวย - VERB),8
, , ,, , ,(คุณ - NOUN),(เลือก - VERB),1
, , ,, , ,(คุณ - NOUN),(สวย - VERB),6
, , ,, , ,(มุมมอง - NOUN),(สวย - VERB),1
, , ,, , ,(เหตุผล - NOUN),(ชัดเจน - VERB),1
, , ,, , ,(เหตุผล - NOUN),(อยาก - VERB),3
, , ,, , ,(เหตุผล - NOUN),(แนะนำ - VERB),5
, , ,, , ,(เหตุผล - NOUN),(เยี่ยม - VERB),7
, , ,, , ,(เหตุผล - NOUN),(ชม - VERB),8
, , ,, , ,(สภาพแวดล้อม - NOUN),(พบ - VERB),2
, , ,, , ,(สภาพแวดล้อม - NOUN),(สถานที่ท่องเที่ยว - VERB),3
, , ,, , ,(สภาพแวดล้อม - NOUN),(ลิ้มรส - VERB),7
, , ,, , ,(สภาพแวดล้อม - NOUN),(ตกดิน - VERB),13
, , ,, , ,(สภาพแวดล้อม - NOUN),(เงียบสงบ - VERB),16
, , ,, , ,(สภาพแวดล้อม - NOUN),(ไป - VERB),17
, , ,, , ,(สภาพแวดล้อม - NOUN),(ถึง - VERB),19
, , ,, , ,(สภาพแวดล้อม - NOUN),(มี - VERB),20
, , ,, , ,(คุณ - NOUN),(พบ - VERB),1
, , ,, , ,(คุณ - NOUN),(สถานที่ท่องเที่ยว - VERB),2
, , ,, , ,(คุณ - NOUN),(ลิ้มรส - VERB),6
, , ,, , ,(คุณ - NOUN),(ตกดิน - VERB),12
, , ,, , ,(คุณ - NOUN),(เงียบสงบ - VERB),15
, , ,, , ,(คุณ - NOUN),(ไป - VERB),16
, , ,, , ,(คุณ - NOUN),(ถึง - VERB),18
, , ,, , ,(คุณ - NOUN),(มี - VERB),19
, , ,, , ,(พื้นที่ - NOUN),(ลิ้มรส - VERB),1
, , ,, , ,(พื้นที่ - NOUN),(ตกดิน - VERB),7
, , ,, , ,(พื้นที่ - NOUN),(เงียบสงบ - VERB),10
, , ,, , ,(พื้นที่ - NOUN),(ไป - VERB),11
, , ,, , ,(พื้นที่ - NOUN),(ถึง - VERB),13
, , ,, , ,(พื้นที่ - NOUN),(มี - VERB),14
, , ,, , ,(หลัง - NOUN),(ตกดิน - VERB),2
, , ,, , ,(หลัง - NOUN),(เงียบสงบ - VERB),5
, , ,, , ,(หลัง - NOUN),(ไป - VERB),6
, , ,, , ,(หลัง - NOUN),(ถึง - VERB),8
, , ,, , ,(หลัง - NOUN),(มี - VERB),9
, , ,, , ,(พระอาทิตย์ - NOUN),(ตกดิน - VERB),0
, , ,, , ,(พระอาทิตย์ - NOUN),(เงียบสงบ - VERB),3
, , ,, , ,(พระอาทิตย์ - NOUN),(ไป - VERB),4
, , ,, , ,(พระอาทิตย์ - NOUN),(ถึง - VERB),6
, , ,, , ,(พระอาทิตย์ - NOUN),(มี - VERB),7
, , ,, , ,(โรงแรม - NOUN),(ดี - VERB),1
, , ,, , ,(โรงแรม - NOUN),(พบ - VERB),4
, , ,, , ,(หนังสือ - NOUN),(ดื่ม - VERB),1
, , ,, , ,(หนังสือ - NOUN),(สวม - VERB),10
, , ,, , ,(หนังสือ - NOUN),(มี - VERB),18
, , ,, , ,(หนังสือ - NOUN),(ป้องกัน - VERB),20
, , ,, , ,(น้ำ - NOUN),(สวม - VERB),7
, , ,, , ,(น้ำ - NOUN),(มี - VERB),15
, , ,, , ,(น้ำ - NOUN),(ป้องกัน - VERB),17
, , ,, , ,(ปริมาณ - NOUN),(สวม - VERB),6
, , ,, , ,(ปริมาณ - NOUN),(มี - VERB),14
, , ,, , ,(ปริมาณ - NOUN),(ป้องกัน - VERB),16
, , ,, , ,(พระอาทิตย์ - NOUN),(สวม - VERB),2
, , ,, , ,(พระอาทิตย์ - NOUN),(มี - VERB),10
, , ,, , ,(พระอาทิตย์ - NOUN),(ป้องกัน - VERB),12
, , ,, , ,(ตกดิน - NOUN),(สวม - VERB),1
, , ,, , ,(ตกดิน - NOUN),(มี - VERB),9
, , ,, , ,(ตกดิน - NOUN),(ป้องกัน - VERB),11
, , ,, , ,(ครีมกันแดด - NOUN),(มี - VERB),6
, , ,, , ,(ครีมกันแดด - NOUN),(ป้องกัน - VERB),8
, , ,, , ,(คุณ - NOUN),(มี - VERB),4
, , ,, , ,(คุณ - NOUN),(ป้องกัน - VERB),6
, , ,, , ,(ส่วน - NOUN),(มี - VERB),2
, , ,, , ,(ส่วน - NOUN),(ป้องกัน - VERB),4
, , ,, , ,(การ - NOUN),(ป้องกัน - VERB),0
, , ,, , ,(สถานที่ - NOUN),(มี - VERB),0
, , ,, , ,(สถานที่ - NOUN),(ยอดเยี่ยม - VERB),3
, , ,, , ,(สถานที่ - NOUN),(ตก - VERB),7
, , ,, , ,(ทิวทัศน์ - NOUN),(ยอดเยี่ยม - VERB),1
, , ,, , ,(ทิวทัศน์ - NOUN),(ตก - VERB),5
, , ,, , ,(ช่วง - NOUN),(ตก - VERB),1
, , ,, , ,(พระอาทิตย์ - NOUN),(ตก - VERB),0
, , ,, , ,(คุณ - NOUN),(ถ่ายรูป - VERB),1
, , ,, , ,(คุณ - NOUN),(ไป - VERB),1
, , ,, , ,(คุณ - NOUN),(ที่นั่น - VERB),2
, , ,, , ,(คุณ - NOUN),(หา - VERB),5
, , ,, , ,(พรหม - NOUN),(เป็น - VERB),1
, , ,, , ,(พรหม - NOUN),(ยอดเยี่ยม - VERB),4
, , ,, , ,(พรหม - NOUN),(เอา - VERB),8
, , ,, , ,(พรหม - NOUN),(จอด - VERB),11
, , ,, , ,(เทพ - NOUN),(เป็น - VERB),0
, , ,, , ,(เทพ - NOUN),(ยอดเยี่ยม - VERB),3
, , ,, , ,(เทพ - NOUN),(เอา - VERB),7
, , ,, , ,(เทพ - NOUN),(จอด - VERB),10
, , ,, , ,(รถมอเตอร์ไซค์ - NOUN),(จอด - VERB),1
, , ,, , ,(วิว - NOUN),(วิว - VERB),4
, , ,, , ,(วิว - NOUN),(ไต่ - VERB),7
, , ,, , ,(วิว - NOUN),(ลง - VERB),9
, , ,, , ,(วิว - NOUN),(ใกล้ - VERB),13
, , ,, , ,(วิว - NOUN),(เป็น - VERB),17
, , ,, , ,(วิว - NOUN),(ดี - VERB),20
, , ,, , ,(วิว - NOUN),(มี - VERB),23
, , ,, , ,(ว้าว - NOUN),(วิว - VERB),2
, , ,, , ,(ว้าว - NOUN),(ไต่ - VERB),5
, , ,, , ,(ว้าว - NOUN),(ลง - VERB),7
, , ,, , ,(ว้าว - NOUN),(ใกล้ - VERB),11
, , ,, , ,(ว้าว - NOUN),(เป็น - VERB),15
, , ,, , ,(ว้าว - NOUN),(ดี - VERB),18
, , ,, , ,(ว้าว - NOUN),(มี - VERB),21
, , ,, , ,(สิ่ง - NOUN),(วิว - VERB),1
, , ,, , ,(สิ่ง - NOUN),(ไต่ - VERB),4
, , ,, , ,(สิ่ง - NOUN),(ลง - VERB),6
, , ,, , ,(สิ่ง - NOUN),(ใกล้ - VERB),10
, , ,, , ,(สิ่ง - NOUN),(เป็น - VERB),14
, , ,, , ,(สิ่ง - NOUN),(ดี - VERB),17
, , ,, , ,(สิ่ง - NOUN),(มี - VERB),20
, , ,, , ,(คุณ - NOUN),(ไต่ - VERB),1
, , ,, , ,(คุณ - NOUN),(ลง - VERB),3
, , ,, , ,(คุณ - NOUN),(ใกล้ - VERB),7
, , ,, , ,(คุณ - NOUN),(เป็น - VERB),11
, , ,, , ,(คุณ - NOUN),(ดี - VERB),14
, , ,, , ,(คุณ - NOUN),(มี - VERB),17
, , ,, , ,(ยอดเขา - NOUN),(ใกล้ - VERB),2
, , ,, , ,(ยอดเขา - NOUN),(เป็น - VERB),6
, , ,, , ,(ยอดเขา - NOUN),(ดี - VERB),9
, , ,, , ,(ยอดเขา - NOUN),(มี - VERB),12
, , ,, , ,(ทะเล - NOUN),(เป็น - VERB),1
, , ,, , ,(ทะเล - NOUN),(ดี - VERB),4
, , ,, , ,(ทะเล - NOUN),(มี - VERB),7
, , ,, , ,(ประสบการณ์ - NOUN),(ดี - VERB),1
, , ,, , ,(ประสบการณ์ - NOUN),(มี - VERB),4
, , ,, , ,(กลุ่ม - NOUN),(ทำ - VERB),4
, , ,, , ,(กลุ่ม - NOUN),(นำ - VERB),9
, , ,, , ,(กลุ่ม - NOUN),(เป็น - VERB),12
, , ,, , ,(กลุ่ม - NOUN),(ออก - VERB),17
, , ,, , ,(กลุ่ม - NOUN),(ไป - VERB),18
, , ,, , ,(นักท่องเที่ยว - NOUN),(ทำ - VERB),3
, , ,, , ,(นักท่องเที่ยว - NOUN),(นำ - VERB),8
, , ,, , ,(นักท่องเที่ยว - NOUN),(เป็น - VERB),11
, , ,, , ,(นักท่องเที่ยว - NOUN),(ออก - VERB),16
, , ,, , ,(นักท่องเที่ยว - NOUN),(ไป - VERB),17
, , ,, , ,(จำนวน - NOUN),(ทำ - VERB),2
, , ,, , ,(จำนวน - NOUN),(นำ - VERB),7
, , ,, , ,(จำนวน - NOUN),(เป็น - VERB),10
, , ,, , ,(จำนวน - NOUN),(ออก - VERB),15
, , ,, , ,(จำนวน - NOUN),(ไป - VERB),16
, , ,, , ,(สิ่ง - NOUN),(นำ - VERB),3
, , ,, , ,(สิ่ง - NOUN),(เป็น - VERB),6
, , ,, , ,(สิ่ง - NOUN),(ออก - VERB),11
, , ,, , ,(สิ่ง - NOUN),(ไป - VERB),12
, , ,, , ,(ความรู้สึก - NOUN),(เป็น - VERB),1
, , ,, , ,(ความรู้สึก - NOUN),(ออก - VERB),6
, , ,, , ,(ความรู้สึก - NOUN),(ไป - VERB),7
, , ,, , ,(เอกลักษณ์ - NOUN),(ออก - VERB),3
, , ,, , ,(เอกลักษณ์ - NOUN),(ไป - VERB),4
, , ,, , ,(สถานที่ - NOUN),(ออก - VERB),1
, , ,, , ,(สถานที่ - NOUN),(ไป - VERB),2
, , ,, , ,(ครั้ง - NOUN),(เป็น - VERB),2
, , ,, , ,(ที่มา - NOUN),(มี - VERB),3
, , ,, , ,(วันที่ - NOUN),(มี - VERB),0
, , ,, , ,(เวลา - NOUN),(เหมาะสม - VERB),1
, , ,, , ,(เวลา - NOUN),(มา - VERB),4
, , ,, , ,(เวลา - NOUN),(เป็น - VERB),9
, , ,, , ,(เวลา - NOUN),(นิยม - VERB),11
, , ,, , ,(สถานที่ - NOUN),(เป็น - VERB),2
, , ,, , ,(สถานที่ - NOUN),(นิยม - VERB),4
, , ,, , ,(แห่ง - NOUN),(เป็น - VERB),1
, , ,, , ,(แห่ง - NOUN),(นิยม - VERB),3
, , ,, , ,(ครั้งแรก - NOUN),(ไป - VERB),2
, , ,, , ,(ครั้งแรก - NOUN),(รา - VERB),3
, , ,, , ,(ครั้งแรก - NOUN),(มี - VERB),9
, , ,, , ,(ไวย์ - NOUN),(มี - VERB),4
, , ,, , ,(ประเทศ - NOUN),(ไวย์ - VERB),3
, , ,, , ,(ประเทศ - NOUN),(สกปรก - VERB),8
, , ,, , ,(ประเทศ - NOUN),(วิ่ง - VERB),9
, , ,, , ,(ประเทศ - NOUN),(ลง - VERB),10
, , ,, , ,(ประเทศ - NOUN),(ไป - VERB),11
, , ,, , ,(รา - NOUN),(ไวย์ - VERB),0
, , ,, , ,(รา - NOUN),(สกปรก - VERB),5
, , ,, , ,(รา - NOUN),(วิ่ง - VERB),6
, , ,, , ,(รา - NOUN),(ลง - VERB),7
, , ,, , ,(รา - NOUN),(ไป - VERB),8
, , ,, , ,(ท้องถิ่น - NOUN),(พา - VERB),0
, , ,, , ,(ท้องถิ่น - NOUN),(ขึ้น - VERB),2
, , ,, , ,(ท้องถิ่น - NOUN),(มา - VERB),3
, , ,, , ,(ท้องถิ่น - NOUN),(ที่นี่ - VERB),4
, , ,, , ,(ท้องถิ่น - NOUN),(คือ - VERB),7
, , ,, , ,(ท้องถิ่น - NOUN),(พัก - VERB),11
, , ,, , ,(ไฮไลท์ - NOUN),(พัก - VERB),2
, , ,, , ,(การ - NOUN),(พัก - VERB),0
, , ,, , ,(มุมมอง - NOUN),(งดงาม - VERB),1
, , ,, , ,(คุณ - NOUN),(รับ - VERB),1
, , ,, , ,(คุณ - NOUN),(ยอดเยี่ยม - VERB),4
, , ,, , ,(ภาพถ่าย - NOUN),(ยอดเยี่ยม - VERB),1
, , ,, , ,(บริเวณ - NOUN),(ช้าง - VERB),1
, , ,, , ,(บริเวณ - NOUN),(แน่ใจ - VERB),3
, , ,, , ,(บริเวณ - NOUN),(เรียกว่า - VERB),8
, , ,, , ,(บริเวณ - NOUN),(ใช้ - VERB),15
, , ,, , ,(บริเวณ - NOUN),(ที่นี่ - VERB),17
, , ,, , ,(บริเวณ - NOUN),(จุด - VERB),18
, , ,, , ,(บริเวณ - NOUN),(วาง - VERB),21
, , ,, , ,(บริเวณ - NOUN),(สวดมนต์ - VERB),25
, , ,, , ,(สวดมนต์ - NOUN),(ช้าง - VERB),0
, , ,, , ,(สวดมนต์ - NOUN),(แน่ใจ - VERB),2
, , ,, , ,(สวดมนต์ - NOUN),(เรียกว่า - VERB),7
, , ,, , ,(สวดมนต์ - NOUN),(ใช้ - VERB),14
, , ,, , ,(สวดมนต์ - NOUN),(ที่นี่ - VERB),16
, , ,, , ,(สวดมนต์ - NOUN),(จุด - VERB),17
, , ,, , ,(สวดมนต์ - NOUN),(วาง - VERB),20
, , ,, , ,(สวดมนต์ - NOUN),(สวดมนต์ - VERB),24
, , ,, , ,(สิ่ง - NOUN),(เรียกว่า - VERB),2
, , ,, , ,(สิ่ง - NOUN),(ใช้ - VERB),9
, , ,, , ,(สิ่ง - NOUN),(ที่นี่ - VERB),11
, , ,, , ,(สิ่ง - NOUN),(จุด - VERB),12
, , ,, , ,(สิ่ง - NOUN),(วาง - VERB),15
, , ,, , ,(สิ่ง - NOUN),(สวดมนต์ - VERB),19
, , ,, , ,(คุณ - NOUN),(เรียกว่า - VERB),0
, , ,, , ,(คุณ - NOUN),(ใช้ - VERB),7
, , ,, , ,(คุณ - NOUN),(ที่นี่ - VERB),9
, , ,, , ,(คุณ - NOUN),(จุด - VERB),10
, , ,, , ,(คุณ - NOUN),(วาง - VERB),13
, , ,, , ,(คุณ - NOUN),(สวดมนต์ - VERB),17
, , ,, , ,(เพื่อน - NOUN),(ใช้ - VERB),2
, , ,, , ,(เพื่อน - NOUN),(ที่นี่ - VERB),4
, , ,, , ,(เพื่อน - NOUN),(จุด - VERB),5
, , ,, , ,(เพื่อน - NOUN),(วาง - VERB),8
, , ,, , ,(เพื่อน - NOUN),(สวดมนต์ - VERB),12
, , ,, , ,(เวลา - NOUN),(ที่นี่ - VERB),0
, , ,, , ,(เวลา - NOUN),(จุด - VERB),1
, , ,, , ,(เวลา - NOUN),(วาง - VERB),4
, , ,, , ,(เวลา - NOUN),(สวดมนต์ - VERB),8
, , ,, , ,(ธูป - NOUN),(วาง - VERB),1
, , ,, , ,(ธูป - NOUN),(สวดมนต์ - VERB),5
, , ,, , ,(ดอกไม้ - NOUN),(สวดมนต์ - VERB),2
, , ,, , ,(การ - NOUN),(สวดมนต์ - VERB),0
, , ,, , ,(โชคดี - NOUN),(มี - VERB),2
, , ,, , ,(โชคดี - NOUN),(สมบูรณ์ - VERB),6
, , ,, , ,(โชคดี - NOUN),(อยู่ - VERB),13
, , ,, , ,(พื้นที่ - NOUN),(สมบูรณ์ - VERB),2
, , ,, , ,(พื้นที่ - NOUN),(อยู่ - VERB),9
, , ,, , ,(ช่วงเวลา - NOUN),(อยู่ - VERB),2
, , ,, , ,(กลุ่ม - NOUN),(ดัง - VERB),1
, , ,, , ,(กลุ่ม - NOUN),(สุภาพ - VERB),5
, , ,, , ,(กลุ่ม - NOUN),(มี - VERB),9
, , ,, , ,(กลุ่ม - NOUN),(มี - VERB),12
, , ,, , ,(ความสุข - NOUN),(มี - VERB),1
, , ,, , ,(คุณ - NOUN),(อยู่ - VERB),0
, , ,, , ,(คุณ - NOUN),(เป็น - VERB),4
, , ,, , ,(คุณ - NOUN),(ตรวจสอบ - VERB),8
, , ,, , ,(พื้นที่ - NOUN),(เป็น - VERB),1
, , ,, , ,(พื้นที่ - NOUN),(ตรวจสอบ - VERB),5
, , ,, , ,(สิ่ง - NOUN),(ตรวจสอบ - VERB),2
, , ,, , ,(ยุทธศาสตร์ - NOUN),(เยี่ยม - VERB),3
, , ,, , ,(ยุทธศาสตร์ - NOUN),(ชม - VERB),4
, , ,, , ,(ชั่วโมง - NOUN),(เยี่ยม - VERB),1
, , ,, , ,(ชั่วโมง - NOUN),(ชม - VERB),2
, , ,, , ,(การ - NOUN),(เยี่ยม - VERB),0
, , ,, , ,(การ - NOUN),(ชม - VERB),1
, , ,, , ,(คน - NOUN),VERB),4
, , ,, , ,(ประสบการณ์ - NOUN),VERB),2
, , ,, , ,(สูงชัน - NOUN),(เดิน - VERB),0
, , ,, , ,(สูงชัน - NOUN),(ขึ้น - VERB),1
, , ,, , ,(สูงชัน - NOUN),(ไป - VERB),2
, , ,, , ,(สูงชัน - NOUN),(ดู - VERB),3
, , ,, , ,(คุณ - NOUN),(อยู่ - VERB),0
, , ,, , ,(จุด - NOUN),(ชม - VERB),0
, , ,, , ,(จุด - NOUN),(ดี - VERB),3
, , ,, , ,(วิว - NOUN),(ดี - VERB),1
, , ,, , ,(เวลา - NOUN),(ตก - VERB),1
, , ,, , ,(เวลา - NOUN),(เลือก - VERB),5
, , ,, , ,(เวลา - NOUN),(ไป - VERB),8
, , ,, , ,(พระอาทิตย์ - NOUN),(ตก - VERB),0
, , ,, , ,(พระอาทิตย์ - NOUN),(เลือก - VERB),4
, , ,, , ,(พระอาทิตย์ - NOUN),(ไป - VERB),7
, , ,, , ,(โมง - NOUN),(ดี - VERB),3
, , ,, , ,(เย็น - NOUN),(ดี - VERB),2
, , ,, , ,(พระอาทิตย์ - NOUN),(ตก - VERB),0
, , ,, , ,(พระอาทิตย์ - NOUN),(ยอดเยี่ยม - VERB),6
, , ,, , ,(พระอาทิตย์ - NOUN),(ทาน - VERB),9
, , ,, , ,(พระอาทิตย์ - NOUN),(ดู - VERB),11
, , ,, , ,(พระอาทิตย์ - NOUN),(รีวิว - VERB),12
, , ,, , ,(มุม - NOUN),(ยอดเยี่ยม - VERB),3
, , ,, , ,(มุม - NOUN),(ทาน - VERB),6
, , ,, , ,(มุม - NOUN),(ดู - VERB),8
, , ,, , ,(มุม - NOUN),(รีวิว - VERB),9
, , ,, , ,(สระ - NOUN),(ยอดเยี่ยม - VERB),2
, , ,, , ,(สระ - NOUN),(ทาน - VERB),5
, , ,, , ,(สระ - NOUN),(ดู - VERB),7
, , ,, , ,(สระ - NOUN),(รีวิว - VERB),8
, , ,, , ,(บัว - NOUN),(ยอดเยี่ยม - VERB),1
, , ,, , ,(บัว - NOUN),(ทาน - VERB),4
, , ,, , ,(บัว - NOUN),(ดู - VERB),6
, , ,, , ,(บัว - NOUN),(รีวิว - VERB),7
, , ,, , ,(อาหารเย็น - NOUN),(ดู - VERB),0
, , ,, , ,(อาหารเย็น - NOUN),(รีวิว - VERB),1
, , ,, , ,(จุด - NOUN),(ชม - VERB),0
, , ,, , ,(จุด - NOUN),(ยอดเยี่ยม - VERB),3
, , ,, , ,(จุด - NOUN),(พา - VERB),6
, , ,, , ,(จุด - NOUN),(ไป - VERB),8
, , ,, , ,(จุด - NOUN),(สัมผัส - VERB),9
, , ,, , ,(วิว - NOUN),(ยอดเยี่ยม - VERB),1
, , ,, , ,(วิว - NOUN),(พา - VERB),4
, , ,, , ,(วิว - NOUN),(ไป - VERB),6
, , ,, , ,(วิว - NOUN),(สัมผัส - VERB),7
, , ,, , ,(คุณ - NOUN),(ไป - VERB),0
, , ,, , ,(คุณ - NOUN),(สัมผัส - VERB),1
, , ,, , ,(มุมมอง - NOUN),(เป็น - VERB),6
